"UCTAt1.2_S4_trimmed53_len_filtered_counts","UCTBt1.2_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t14_S1_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t14_S2_trimmed53_len_filtered_counts","u2os_trex2a_t21_S4_trimmed53_len_filtered_counts","u2os_trex2b_t21_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t28_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t28_S6_trimmed53_len_filtered_counts"
1217,958,1,1,1,1,1,1
179,2,16,3,1,2,6,1
1,1,178,7,441,1,20,1
3884,136,1,1,9,1,5,1
613,841,11,64,1,66,1,1
103,256,13,3,1,1,1,4
4568,735,34,3,117,1,2,3
320,1854,1,4,295,1,1,1
65,1546,3,1,138,1,5,2
4,1,1,1,1,2,1,1
1,417,1,1,142,1,3,2
1,46,1,2,1,1,1,1
52,173,2,5,1,2,1,5
1,817,1,12,1,1,2,1
223,431,2,1,1,2,1,2
977,188,6,2,5,1,4,3
159,2,1,1,1,1,1,1
33,667,1,1,4,1,3,5
1,143,2,1,1,1,2,1
436,548,28,3,1,1,3,2
1,1,1,40,2,59,2,1
3,1234,2,3,1,2,5,1
6,1,1,11,1,49,1,1
410,317,3,4,111,1,5,5
572,269,1,2,110,2,4,2
121,3,2,1,1,1,4,2
65,4,1,2,1,15,1,2
410,163,1,1,1,1,1,4
1609,439,1,2,1,1,4,2
2,2,1,1,1,2,1,1
3,602,1,1,1,1,6,1
61,724,1,27,2,51,2,1
412,8,1,2,33,1,3,1
70,1277,2,1,1,1,2,1
160,323,2,7,1,1,1,3
10,1396,146,11,4989,89,488,4
2493,197,2,66,1,1547,4,262
6,465,12,1,1,1,4,1
340,59,2,2,211,1,3,1
1,3,1,3,1,1,4,1
2,1,1,2,1,1,2,1
3,2,29,3,240,1,3,2
3,142,27,2,212,3,20,2
541,1,4,21,1,34,1,1
2,139,2,146,1,1966,6,167
2,492,56,8,492,40,71,2
1,3,35,3,1,1,4,1
704,1276,1,98,634,1194,1,83
1,396,5,3,1,1,1,1
530,532,8,47,76,51,6,1
1,1,1,1,1,1,1,1
317,2,4,39,1,307,6,4
4,3,2,2,56,13,3,1
22,294,1,4,1,1,2,1
1278,1100,72,12,181,1,46,1
1,1,2,1,1,1,2,1
201,441,18,1,4,1,1,1
1469,105,46,3,277,2,32,1
4,2303,2,1,1,2,2,1
12,4,1,16,139,1,2,2
3,18,1,2,1,1,3,1
239,1474,1,7,3,3,1,1
1,686,9,1,1,2,2,1
1,2,1,4,1,1,3,2
1,2,1,9,1,50,1,2
519,3,1,3,4,151,1,1
3,2046,1,3,1,1,1,1
17,2,55,1,360,1,20,4
5,1366,1,3,1,1,1,1
238,1843,17,35,1,47,1,5
1,545,1,3,1,30,1,1
274,239,2,8,2,1,1,1
20,1,1,2,2,1,1,2
1,1,13,1,90,1,1,2
1036,4,9,1,116,1,1,2
1,2,1,2,1,1,1,2
304,1,1,3,525,34,1,1
10,202,1,24,1,1,1,1
6,3580,79,13,2226,1,224,6
3506,1,1,1,1,1,1,1
4,119,1,3,1,1,1,5
1,1,2,1,1,1,1,2
8431,785,1,1,1,1,1,2
1,5,150,11,908,82,78,96
2292,4,1,1,1,1,1,1
1,163,14,5,161,1,1,1
1,140,1,2,1,1,1,1
50,564,2,47,1,337,2,2
1890,101,99,79,1788,1421,142,44
3,1,14,1,7,1,5,4
1,2,1,1,2,69,4,1
855,382,34,2,3,1,6,1
4,870,21,1,1,1,2,1
2,2,1,1,1,1,1,1
5,4,25,2,68,3,4,1
1,99,1,1,1,1,1,1
1,2,81,5,291,1,18,1
25,5,3,5,80,1,16,3
306,556,35,62,73,1411,7,320
1,282,28,6,673,183,23,3
355,1,122,13,464,35,13,2
1,2,1,8,1,2,2,3
2,531,1,31,3,288,2,39
31,1,15,29,144,1,20,7
545,6,53,8,447,308,30,4
19,794,6,85,154,176,2,7
709,3,1,31,75,84,8,4
3,2,4,9,1,1,2,1
2,129,10,23,134,224,2,2
1190,3,440,9,4768,217,188,4
491,63,67,16,191,14,4,5
1,1,4,4,1,8,1,2
89,1,1,1,1,1,2,2
1,2,1,1,1,1,1,1
92,1,245,29,1789,401,30,2
1309,1550,33,87,94,420,3,197
1,1,3,4,1,1,3,3
307,336,1,5,69,1,2,2
4,1818,70,37,1138,46,124,4
1,343,2,1,1,34,2,1
2,281,16,24,330,48,5,4
1,965,18,11,111,2,27,8
2,1188,13,5,1,1,1,1
761,1423,101,7,44,1,13,6
1,160,2,4,3,11,1,25
1,251,1,72,1,652,2,3
1,2,9,1,70,3,1,4
5,590,41,35,42,293,3,8
27,2,47,8,195,1,27,3
4,882,32,45,1648,65,115,1
256,1,2,1,1,1,3,1
497,4,42,4,106,1,26,1
1508,399,2,66,49,279,20,118
180,114,6,153,64,3304,5,154
22,528,4,4,9,1,1,1
75,1,1,3,1,40,1,2
233,2,19,8,367,93,7,2
3,1,9,617,513,18919,35,3067
612,3,40,8,530,1,21,1
498,1,102,12,1099,24,73,2
1,3,14,16,217,21,3,3
169,3,20,4,21,1,1,1
2,3,35,4,172,89,2,27
2627,794,28,54,517,319,5,23
628,522,3,33,1,15,4,4
856,2822,2,10,432,2,4,1
35,1002,19,31,97,3,1,2
1,3,9,4,252,1,6,2
107,2226,15,11,3,4,5,1
533,690,29,2,160,42,4,3
82,1,11,27,1,479,4,77
4,3,1,13,1,84,1,38
210,1,45,52,87,7,14,6
7550,5,49,23,64,32,3,4
1,2,9,152,63,1714,16,139
846,1116,86,3,707,87,7,1
856,622,2,12,253,130,1,1
1092,1,2,3,1,1,1,3
10,5,6,27,1,62,6,41
18,1,8,4,52,1,6,1
2675,488,68,35,518,327,54,149
775,360,101,25,316,123,6,3
1,734,50,2,231,1,14,6
996,5,25,2,91,179,4,2
485,208,64,99,185,617,13,6
2,350,37,7,839,1,18,3
3,321,1,3,1,1,4,4
3,1,5,1,1,1,1,1
1,1,1,5,79,2,1,5
4,3,26,20,17,108,2,3
2279,923,88,65,220,127,36,33
473,1,102,48,716,432,58,56
2585,9,44,4,351,1,3,4
594,193,3,8,79,1,2,2
8,1,38,4,956,39,49,3
93,4,70,5,1130,1,35,1
359,3,14,96,230,2047,3,166
1,345,32,18,192,178,45,42
3,3,3,2,130,1,1,2
3080,1255,24,30,103,141,7,4
946,1028,4,14,1113,4,13,6
5,40,3,2,1,1,1,1
1143,1,22,10,165,30,3,5
1,2,63,48,1242,462,27,77
9,199,3,27,21,76,2,1
1,394,24,7,222,1,3,1
2,45,6,6,1,14,2,5
1,2,13,15,1,1,3,1
4,4,8,6,2,46,1,1
1,4,1,4,1,1,1,1
7,933,19,7,35,67,3,4
74,337,6,8,1,1,5,4
1405,78,17,90,191,346,3,6
733,191,1,1,4,1,1,1
422,147,4,6,3,3,6,3
1,1,60,47,299,1,12,1
1572,240,58,106,147,181,17,5
1,443,19,24,84,127,8,6
979,693,218,10,921,123,100,9
3,374,28,30,78,44,1,3
680,374,3,42,14,176,2,5
1105,136,13,7,4,26,3,8
205,1,21,10,234,1,1,1
19,814,157,5,969,40,23,4
54,632,3,8,364,117,1,1
789,2517,28,23,149,316,30,13
33,2611,133,101,1532,1239,73,122
2698,396,67,15,965,65,81,8
235,1072,102,162,1158,1068,74,76
311,2417,204,209,2763,2078,282,152
978,513,91,45,818,77,30,2
1414,1539,184,217,2211,1374,115,51
2,179,15,33,523,362,55,6
1005,5,30,27,44,164,8,3
1,762,74,45,1811,246,197,4
17,2633,5,7,2,1,5,7
369,55,125,26,1196,118,76,8
905,299,181,247,2543,1617,122,49
1,2,35,5,88,3,8,1
1531,11,34,229,135,2492,17,699
994,4,53,45,1467,128,165,1
358,105,41,49,1,28,7,1
1801,8,87,19,920,917,126,66
239,1887,53,161,544,1722,27,114
798,578,78,107,1255,597,171,7
21,2,7,52,4,309,11,19
64,971,1,12,52,73,10,4
1687,247,88,455,2094,11827,204,2669
739,239,24,45,147,45,20,6
22,1889,128,83,1831,793,93,60
4,1721,125,43,441,155,35,30
594,656,6,11,401,47,3,4
36,1602,73,185,1049,1701,27,175
1,128,11,1,1,1,1,1
2886,2494,100,21,689,267,82,9
327,646,49,54,53,602,25,18
90,7,17,49,3,180,17,12
94,2556,298,21,4780,138,188,10
3,855,2,4,1,58,6,1
1,2363,71,65,1210,625,156,54
6264,91,121,30,1562,182,68,5
666,3448,61,130,303,1114,18,101
2421,7,111,60,951,186,46,5
7,16,111,10,865,3,59,7
3,86,127,7,1220,3,51,4
1497,625,18,60,3,332,5,116
1,3,1,1,1,1,4,1
2225,784,173,73,1303,657,96,5
2173,2,134,82,2746,85,137,13
139,1307,7,163,63,892,26,141
951,924,111,41,1689,112,102,9
1538,684,27,29,365,308,29,57
98,140,40,71,1233,406,86,26
561,1301,119,97,778,526,74,59
377,739,14,172,182,676,29,3
153,9,123,86,639,287,44,11
2034,1247,58,142,815,1177,37,49
5870,4,207,46,2980,710,160,81
69,1897,247,95,916,753,50,102
191,247,23,31,286,1,13,6
94,741,65,10,304,4,14,1
490,332,167,135,800,1823,33,377
2037,2186,81,40,973,209,71,42
4,28,52,77,242,171,19,1
1,3,77,14,2479,22,201,10
279,3,142,86,3295,718,390,64
71,720,62,13,1100,3,56,5
1167,1965,144,131,364,540,37,29
128,827,147,40,659,267,31,4
6,148,53,15,495,10,12,4
2,437,9,32,7,105,14,1
85,2269,61,80,848,759,59,68
744,900,132,77,3032,664,162,16
87,1347,139,62,2718,357,132,54
501,7,56,26,179,63,8,2
1,3,8,6,1,1,10,1
461,724,144,19,2305,181,91,13
735,1,35,6,211,2,16,2
213,542,127,6,349,4,15,3
7417,625,142,79,834,963,75,128
962,3621,71,292,909,6426,104,785
235,2,71,10,996,32,43,4
603,1492,39,134,701,1437,32,163
286,4,100,32,611,124,51,4
3255,465,170,387,1990,5127,106,1112
930,824,46,163,896,2085,92,82
19,5,31,7,822,8,70,5
823,517,103,7,638,3,77,5
234,789,112,33,724,50,45,10
122,1001,61,58,605,1038,17,129
104,375,62,92,368,297,22,8
994,1127,105,105,941,590,61,19
164,384,165,116,4635,1178,470,53
1311,5,121,84,1648,156,33,37
7972,1499,152,22,145,4,26,12
1631,440,84,68,1338,322,30,14
92,1303,103,29,867,501,43,2
2020,554,87,38,2129,259,108,52
3,1,51,49,1041,971,132,91
1650,617,42,174,866,2084,50,164
407,5,164,21,1871,113,99,2
33,1466,174,17,1490,2,82,6
360,5,41,46,201,84,26,42
218,491,214,80,1805,555,151,77
1992,1235,171,51,3747,271,694,21
116,171,61,38,235,198,13,6
215,89,65,4,117,4,15,2
1249,626,100,127,310,312,24,40
4,136,55,5,304,1,15,4
4,881,8,5,3,63,15,9
1270,287,15,83,66,467,41,53
6,288,13,123,68,880,9,5
25,184,20,73,154,304,13,49
4,1876,34,3,254,21,20,13
1041,632,124,21,693,1,82,4
3,4,8,7,119,4,13,9
18,4055,74,161,598,785,39,57
3901,337,173,8,466,45,33,9
3680,5,41,7,12,1,4,8
602,22,6,3,2,2,4,2
903,191,9,31,46,98,10,7
1113,92,486,33,1230,158,247,13
350,627,176,127,1751,1063,169,439
3410,9,219,54,1145,332,86,107
1116,202,448,32,4308,42,402,14
29,6,28,16,120,397,13,32
381,3580,12,18,264,4,14,19
5571,9,337,90,1865,700,81,194
439,1414,68,70,861,461,31,52
3379,1878,245,169,1979,952,99,246
634,238,28,8,19,38,2,33
1,285,15,6,91,2,34,8
1486,4213,121,115,1309,600,163,164
4,609,123,46,2968,55,500,10
1423,1325,145,42,668,118,53,1
698,4,7,51,102,378,10,18
2628,209,10,38,962,385,142,13
3470,511,103,62,3979,153,261,16
1739,337,171,91,481,795,61,213
4,456,13,16,44,7,19,10
1156,791,63,17,552,3,65,7
1016,2,24,48,134,25,16,9
692,2,85,110,786,540,8,52
1133,1098,246,42,4209,334,458,13
4,302,14,18,1,4,15,22
300,2,208,49,3569,109,716,16
902,2,99,14,424,3,50,15
1862,1516,55,79,329,623,20,132
735,3,9,8,157,23,1,1
37,713,50,114,10,1625,12,368
961,6,14,44,6,294,29,7
3339,3493,47,36,294,291,87,11
375,5,127,71,2452,736,316,112
207,180,161,33,1447,121,112,35
189,682,102,140,510,325,42,34
16,194,124,28,506,190,26,104
5,998,22,172,137,877,20,10
1,3,84,7,8,1,14,3
1215,303,107,111,541,1041,25,215
5,907,18,6,115,4,8,6
1597,698,145,461,580,7497,72,2377
77,420,142,147,869,753,37,232
689,506,129,109,414,1001,54,63
2724,1247,43,30,842,351,109,21
234,669,37,110,137,1067,37,79
1,5,11,25,10,111,18,7
1740,324,406,218,3035,2360,196,355
557,406,33,28,663,112,23,18
372,2051,75,134,441,1255,91,147
3744,2958,957,244,9076,1750,764,262
116,697,120,66,665,214,40,19
27,1012,109,161,795,1351,98,167
178,190,49,67,200,264,8,6
31,921,97,202,211,282,41,71
1,647,185,72,677,214,92,60
176,1682,358,104,4200,617,729,46
2,226,177,16,2495,2,88,5
137,1858,10,11,174,66,17,15
2,1,10,10,68,41,9,5
142,235,67,53,699,1067,59,277
1163,7,218,13,2287,20,243,12
3,3,53,11,379,2,53,15
2283,563,50,123,1063,302,53,12
632,938,43,291,200,1408,51,71
33,142,64,109,363,659,16,84
708,6,101,91,1270,1088,73,213
163,51,28,167,291,2478,14,713
146,5,104,7,648,3,114,7
712,197,74,42,921,24,40,9
1447,7,66,6,684,7,19,7
2,1,55,10,1260,1,146,8
3008,871,122,19,316,7,8,14
6,3315,7,72,397,607,33,150
3,5,61,5,868,1,50,3
265,9,23,101,148,482,12,49
261,555,16,30,3,3,21,13
238,2596,60,156,213,4469,29,994
1068,1542,412,530,3081,3255,204,483
908,5,29,131,15,790,12,159
899,1107,168,82,1881,464,147,121
88,11,8,90,2,605,17,78
2,1380,9,10,8,3,4,13
26,1681,107,29,312,3,28,12
1052,647,152,173,1351,651,86,155
741,4404,81,103,318,191,32,32
1,2,26,5,360,1,21,6
2035,8,186,227,772,887,44,117
4,126,154,82,658,662,7,138
1473,2,254,295,1915,6398,205,2820
2593,3039,199,70,2529,5,209,13
506,526,87,10,2509,7,187,5
4,12,16,64,3,349,23,47
2116,734,109,32,975,3,75,13
50,5,83,18,123,2,22,7
31,2444,122,208,753,2513,46,481
24,3,80,147,1760,1753,184,181
8,194,106,360,1088,5344,67,1027
227,631,8,74,15,105,19,12
3,476,7,85,3,927,17,138
1,3,38,3,7,2,28,7
522,387,102,13,1642,1,74,11
1,3,1,55,3,4,10,3
152,78,7,15,402,100,5,6
6,135,2,21,1,28,1,1
3,4,4,9,103,4,15,6
425,5,9,124,75,469,3,4
26,88,211,242,2657,3937,136,675
27,1445,134,144,844,506,104,7
695,1392,130,253,320,2884,29,350
106,1,27,5,1330,1,54,6
1,5,45,43,513,392,59,67
997,3,3,3,1,1,6,2
2,4,7,10,4,2,14,1
32,150,6,29,54,44,5,7
2,1133,4,3,251,1,56,7
1,4,7,9,180,133,16,9
160,6,19,29,2,58,15,14
1094,263,28,3,489,1,70,1
1,1,7,9,2,175,7,3
28,880,18,26,467,88,50,62
1,2094,99,54,383,228,20,6
4,514,4,14,1,1,2,3
1,3,25,13,2051,2,168,8
27,1,1,11,5,41,9,4
607,4,102,6,509,1,20,3
4,2,1,1,1,1,11,1
670,8,9,49,95,959,19,8
1,2,5,1,3,2,9,1
116,4,41,11,533,127,10,1
3,355,6,6,4,7,26,9
409,1193,21,131,11,1269,17,8
1,2,5,46,4,8,10,6
58,988,131,7,831,110,84,3
1,4,10,7,22,1,16,6
1,630,20,14,4,42,15,4
7012,1638,28,67,33,116,20,5
1,2,2,21,719,6,17,11
717,309,91,38,793,298,60,60
170,6,54,9,775,2,74,6
2,1688,20,3,253,3,33,9
3055,2,67,7,546,1,25,7
2,290,153,2,3430,1,523,12
259,617,98,37,597,387,38,2
1547,4,5,25,1,6,12,3
1,2759,196,62,2952,438,237,76
46,4,250,13,1966,1,162,9
2,3,6,10,188,3,23,11
3,1376,150,47,2467,314,466,8
2,1139,8,47,56,744,11,117
100,2,27,10,78,10,30,5
96,2,3,5,3,92,15,6
4,2,137,48,6209,559,562,14
672,2,181,5,2277,188,219,9
69,2,6,6,2,1,5,5
4263,606,43,206,237,1588,17,98
1,810,12,8,11,1,28,6
389,988,51,33,1212,267,164,8
176,1266,112,11,781,4,65,6
319,1601,199,12,3909,3,351,8
178,1292,4,40,140,103,12,28
3,2,7,3,4,3,20,3
490,1204,20,38,11,227,30,18
3,2828,73,22,589,75,24,78
4,1971,15,22,148,105,11,4
4,331,172,11,584,67,25,8
4,1,1,18,335,460,22,9
64,647,11,15,80,37,22,9
73,36,108,51,5,632,23,8
621,41,110,35,1759,51,200,10
1,1,16,34,104,8,23,4
777,4,106,41,2275,96,256,8
1274,1110,226,40,5129,204,676,7
1539,4,15,1,4,1,6,4
1,139,59,27,588,97,17,6
1,6,77,9,251,2,49,5
6,1,4,61,4,242,9,7
256,2,2,19,1,60,17,5
172,35,37,48,160,169,22,47
475,1450,25,13,3,57,26,51
48,937,86,114,1805,2700,147,442
593,2732,80,40,589,779,80,33
85,947,121,46,1197,231,63,73
85,1157,46,8,436,8,23,4
24,125,74,92,1898,3332,77,1013
4,902,37,26,2,31,10,1
3,149,2,4,3,2,6,2
1,93,5,5,1,1,7,2
2213,1815,30,569,141,16662,53,5164
21,635,13,52,14,56,11,8
1,343,19,10,218,1,19,6
81,1536,2,105,1,682,7,33
51,4285,8,55,6,358,25,35
292,764,35,14,112,21,15,13
3,248,6,63,213,1419,30,281
1336,1276,27,170,793,1377,77,382
1,364,75,119,1068,396,124,52
257,1721,23,12,365,47,31,9
2824,916,49,201,745,911,34,57
2625,4837,165,54,1509,204,172,20
4986,732,117,4,542,8,58,8
778,59,161,104,2126,1148,93,71
1128,1212,449,109,14700,245,2218,120
2,2,3,9,1,92,9,5
50,212,27,9,2,1,17,7
109,1,1,13,125,75,3,1
475,7,9,27,143,42,41,8
142,241,50,7,670,1,14,3
2,7,98,18,1676,6,186,22
5,1341,20,34,5,31,34,14
569,572,36,22,197,20,19,15
242,1947,43,139,590,693,53,303
574,3,71,95,1945,712,150,96
8,29,9,50,135,284,23,9
740,958,168,282,637,6475,44,608
2336,1459,324,92,4358,1843,344,520
274,892,69,16,486,4,72,10
3,2283,244,502,2653,6575,214,720
4,3,17,10,665,4,103,5
1,5,199,83,2064,1058,272,294
479,119,337,374,13656,5835,1028,548
707,419,152,345,717,4580,72,439
3818,194,13,50,36,180,14,19
18,8,24,31,16,6,28,5
3,715,57,34,655,139,33,7
678,203,55,25,2,1,8,4
1,110,7,6,2,7,20,6
944,872,55,28,239,39,34,9
33,3,55,57,114,144,16,4
392,1532,74,83,9,333,39,30
741,4,2,12,44,39,13,16
2387,4605,71,347,917,3339,74,417
346,3,92,23,550,6,46,8
1394,2161,15,92,14,534,27,5
2169,4060,95,192,587,3959,74,549
742,918,393,156,5137,1359,352,260
1798,192,126,37,1252,216,56,4
3,9,55,9,77,5,21,4
1,2846,36,31,343,254,13,16
39,2587,180,183,9638,4429,1360,1081
986,1286,49,62,548,388,74,76
5,3120,107,288,1666,6787,70,1267
1832,1332,34,91,337,772,86,57
335,792,2,11,1,1,14,1
3,928,38,46,2437,240,172,7
410,895,140,236,1199,6702,72,1373
1198,108,614,165,9698,1942,1413,437
247,1286,268,45,4816,94,475,16
13,1186,112,46,1088,448,76,12
3,198,23,38,7,124,19,9
2214,110,34,19,52,24,38,6
651,13,29,25,160,254,18,61
11,7,51,71,285,579,24,66
806,3,117,50,1183,68,62,50
1,7,29,68,291,988,15,248
1046,315,22,18,4,138,27,4
111,2726,69,39,2608,16,321,9
805,602,81,19,252,6,64,5
372,629,28,36,1016,424,58,90
45,1798,59,516,435,4182,83,763
361,3008,218,146,1879,1110,250,184
282,480,87,116,1373,2720,56,258
1608,1054,42,357,85,3514,63,549
758,991,82,63,987,658,62,84
1418,79,693,545,25973,10554,4793,2208
2061,1287,82,102,746,849,55,124
2722,987,93,134,497,453,30,14
9,997,111,27,1165,4,50,9
254,433,6,47,37,1115,24,479
8,29,16,7,251,4,6,1
419,992,445,45,2085,204,105,82
659,1875,159,112,867,643,104,30
170,7,135,104,1472,966,92,34
3,982,264,59,8634,512,958,10
9479,1108,91,102,1320,435,191,66
582,1847,82,115,814,1642,64,10
1897,2571,219,39,5478,65,280,18
32,5,61,29,715,42,55,7
33,1188,95,34,708,440,62,50
483,1167,121,20,2516,2,147,5
8491,2586,43,40,448,167,21,18
1101,5,35,18,220,3,14,5
2256,453,127,100,5385,733,409,55
982,6,44,8,80,3,16,6
13,1094,42,140,394,2129,59,199
5,1145,11,26,52,67,5,40
606,293,42,11,88,30,24,3
664,733,160,118,1443,741,115,9
699,1438,116,19,1801,7,283,13
224,1448,73,96,135,205,17,21
757,2889,14,198,3,2211,17,120
44,6,25,69,4,613,20,67
334,463,35,30,303,375,14,26
514,586,350,77,5743,698,401,41
1411,834,39,5,245,4,35,4
14,1564,22,32,126,194,30,8
5597,362,131,129,693,2467,46,261
13,1456,198,20,887,77,66,7
2239,1583,47,82,108,1647,22,286
930,1079,175,20,5115,10,437,4
6,1162,167,101,2618,447,149,92
1510,585,5,24,468,165,49,6
238,35,217,9,2913,7,294,7
914,363,99,16,65,1,33,3
15,5429,57,107,1744,382,174,39
911,1122,54,72,381,671,31,9
5,837,57,18,194,5,19,5
13,838,109,12,325,4,68,5
2007,1,18,9,149,3,25,6
1044,676,74,59,651,651,36,8
2,725,64,9,1579,3,132,14
23,765,103,65,640,395,52,100
7,5107,340,272,2883,2862,196,118
699,348,15,97,492,1661,34,77
735,4049,156,240,1630,3493,115,150
3,6,32,14,426,4,33,6
3329,1632,60,174,491,4207,77,563
1560,202,37,39,1985,198,160,1
3,3,3,7,1,2,9,1
977,56,44,84,708,1314,28,378
5,53,111,24,248,5,37,13
1,1292,38,50,268,632,8,22
13,1,16,12,71,1,7,3
5438,2100,121,118,936,843,57,141
188,547,92,109,2063,1548,243,186
290,35,21,5,618,1,31,3
912,876,60,55,403,854,48,154
281,554,26,9,76,1,19,7
1,2,5,29,46,6,1,1
1,1,2,2,1,1,6,2
7309,950,18,10,450,1,19,4
1758,697,132,54,645,166,18,3
1,65,5,31,6,2,14,31
3,3,6,5,2,3,8,4
2,531,86,48,1050,1371,41,344
3,93,175,27,4961,350,337,9
13,10,15,210,25,2350,16,234
804,823,86,208,1338,1766,81,195
263,1483,67,67,702,297,204,7
1390,1094,9,83,214,827,14,414
6412,3,377,43,12051,603,1286,24
2,4,95,23,5809,48,1006,5
43,2,22,11,747,138,54,2
396,133,20,7,737,2,31,3
2113,2,41,7,170,11,20,1
10,481,75,50,1316,1071,126,18
54,4,35,44,309,150,16,32
6,1184,9,11,4,17,20,5
1,6,236,12,4229,5,253,5
1,967,21,39,6,60,13,2
1798,2,101,28,1428,17,94,3
4344,4,7,79,2,1175,4,35
3,1,64,13,93,3,15,1
533,108,51,7,1588,89,81,1
4,185,34,50,226,129,37,5
275,81,35,15,192,2,19,6
352,1,112,127,392,1044,34,76
13,879,23,113,7,1481,40,156
915,129,118,15,6098,5,768,9
62,1299,27,13,138,2,1,1
1,159,133,8,1440,18,55,5
319,542,67,28,2683,182,357,32
2,3,34,46,138,385,20,1
453,497,53,25,528,178,98,25
555,333,44,84,361,1071,38,52
331,108,277,61,2751,94,184,11
178,46,13,6,3,27,13,1
2,2,62,4,467,2,42,1
525,285,44,72,523,248,21,2
5,1388,84,96,2216,818,146,7
190,8,61,27,230,105,24,2
4,1139,89,10,1101,44,61,5
70,593,94,18,225,230,24,38
497,1602,129,33,5820,51,521,18
650,255,22,151,549,1803,29,56
274,62,187,22,1992,139,170,4
1,230,2,11,1,1,2,2
27,1,150,23,1015,232,30,9
4,682,58,21,321,4,23,9
329,173,1,5,1,3,12,9
3,5,9,44,1642,746,433,93
2487,623,35,36,99,6,33,12
245,881,124,127,1126,1055,81,83
13,346,29,146,374,1000,15,147
1,1997,78,4,628,3,42,2
9,145,16,111,108,1847,23,429
193,3,150,21,2362,16,198,6
6099,66,31,19,164,203,7,27
996,854,65,14,360,92,28,17
3,639,11,27,3,269,16,81
2829,4653,215,219,2849,3317,303,900
645,1359,123,160,1588,2199,252,266
140,6,139,2,1432,2,40,1
1,1,5,8,1,1,19,4
229,257,43,12,6,3,20,4
671,6,7,5,251,1,16,4
157,882,30,14,62,214,14,3
1,2063,20,44,19,368,12,51
419,261,164,71,975,542,42,5
4573,1836,362,223,6581,1880,667,164
732,5,29,29,323,245,29,4
473,635,102,151,1001,293,73,6
4,1445,40,59,677,657,72,3
2,262,108,15,717,51,40,4
1,6,32,9,289,1,8,1
3386,7,12,97,81,522,17,103
3242,105,68,36,629,552,25,58
4,842,35,86,490,829,11,242
1390,22,94,77,969,543,16,54
2732,1512,104,17,1855,3,106,6
1,4,79,39,600,166,60,31
3171,1345,22,36,289,188,17,4
1,348,11,1,320,1,4,2
57,717,20,22,95,5,15,10
46,170,204,51,1775,601,108,54
2767,1594,101,5,5623,32,883,7
95,4,20,32,613,102,22,9
1,826,32,33,248,228,33,46
81,43,92,31,343,81,20,5
578,4,59,21,1621,32,166,7
2,384,142,3,1773,41,100,5
1230,1024,19,65,110,816,13,83
2,1,148,8,1130,4,124,5
2,5,36,47,1202,6,97,4
35,1526,15,17,449,4,21,6
2453,1283,18,46,89,522,7,83
1399,218,3,2,1,1,6,2
327,258,8,98,1,1040,6,210
5,362,93,36,1345,1073,70,140
2209,3021,27,938,8,26800,64,5058
15,968,23,11,303,2,14,9
4977,2189,213,20,7567,33,810,13
894,215,205,50,1600,310,53,15
3,2,7,6,2,2,10,3
1,4,3,12,2,4,2,4
2,472,76,16,88,134,22,60
1476,594,180,50,2579,325,209,10
7,421,262,13,5748,149,526,8
1,3,6,10,1,1,5,4
3,358,108,70,713,690,61,69
5832,990,48,278,106,5068,15,457
564,1,91,21,1147,204,100,7
3,1,45,2,39,1,14,4
2187,5,2,6,5,2,10,4
1280,5,84,10,770,6,41,2
2,876,42,189,433,2101,38,240
3,748,101,132,906,1704,51,132
661,1805,341,23,5230,8,532,9
151,172,62,13,19,174,14,4
770,2,14,5,72,6,19,9
87,2,10,4,47,50,9,1
1,3,7,73,236,696,17,41
2,5,12,23,2,81,14,5
1,72,1,1,1,2,1,2
85,2,9,49,1,609,19,5
1,597,7,9,644,3,85,4
275,34,156,149,774,1138,55,167
95,121,49,4,142,2,47,7
991,1662,15,11,318,2,14,7
133,6,43,101,134,1251,20,58
1,388,6,8,1,1,9,7
15,720,91,59,510,332,41,24
167,687,97,139,1560,432,336,152
1174,810,51,46,255,106,22,6
263,1245,184,113,1713,952,49,70
1,3,11,94,11,2883,17,856
1,3,33,26,354,397,25,6
1615,2,91,43,1560,191,179,24
1889,1,13,76,1,1133,6,181
2,881,24,96,136,328,27,4
5817,583,58,23,1275,35,39,12
5,270,5,5,52,1,24,3
6,1193,132,30,6890,86,914,12
904,254,3,44,9,76,18,8
1327,723,93,23,788,22,19,18
1070,1064,8,48,1,327,9,29
441,3,194,17,7652,11,948,12
2,444,6,20,31,85,9,3
77,31,34,166,184,1227,10,174
2,21,5,13,184,59,22,3
27,471,2,9,1,2,9,6
46,3,75,9,1040,53,38,11
2,9,10,73,5,926,17,158
861,521,10,113,48,786,19,95
418,5,9,21,108,94,15,7
1,122,1,4,1,102,1,8
2791,275,10,69,1,72,5,9
6309,613,287,25,2332,115,130,33
14,221,5,42,1,912,7,134
369,13,303,89,5003,842,409,15
12,744,197,51,1861,677,186,106
1,10,17,13,20,11,56,13
130,533,42,52,585,128,21,5
1,193,89,145,1088,4099,131,650
2811,9,140,29,1212,135,35,22
941,1,76,118,475,2842,104,155
22,397,103,9,637,2,19,10
1,1,33,11,114,3,14,4
